Назва,Ціна - $(USD),Ціна - грн(UAH),Місто,Тип палива,Трансмісія,Тип приводу,Пропозиції,VIN-код,Фото,Посилання
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,57000,1555559,Житомир,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1286925-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863714.html
Volkswagen T-Roc 2021 Style 1.5 TSI DSG (150 к.с),30950,844641,Полтава,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 10 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1184433-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1858733.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,40778,1112852,Полтава,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1211672-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1860140.html
Volkswagen Touareg 2021 Touareg 3.0 TDI AT (231 к.с) AWD,63000,1719302,Полтава,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1176786-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1858368.html
Volkswagen Touareg 2021 Touareg 3.0 TDI AT (231 к.с) AWD,61305,1673044,Хмельницький,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1266748-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1858442.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),30377,829000,Житомир,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1257422-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1862476.html
Volkswagen Golf 2021 GTI GTI 2.0 TSI DSG (245 к.с),42613,1162930,Київ,Бензин (2.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1235984-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1861393.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),31086,848353,Івано-Франківськ,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1181908-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1862236.html
Volkswagen Tiguan 2021 Elegance 2.0 TDI DSG (150 к.с) 4motion,46300,1263550,Житомир,Дизель (2.0 л),Автомат,Повний привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1203484-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859765.html
Volkswagen Tiguan 2021 Elegance 2.0 TDI DSG (150 к.с) 4motion,45965,1254408,Івано-Франківськ,Дизель (2.0 л),Автомат,Повний привід,Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1199150-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859590.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44800,1222614,Миколаїв,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1289882-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863863.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41773,1140000,Житомир,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1203382-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859761.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,43923,1198681,Київ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1204642-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859823.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30390,818676,Київ,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1231483-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1861082.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,40197,1097000,Житомир,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1135828-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1855483.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,40778,1112852,Київ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1194887-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863745.html
Volkswagen Passat 2021 Base 2.0 TDI 7-DSG (190 к.с),41239,1125433,Київ,Дизель (2.0 л),Автомат,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-passat__1272093-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-passat-1863065.html
Volkswagen T-Cross 2020 T-Cross 1.0 TSI DSG (115 к.с),25500,695908,Тернопіль,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1104229-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1854454.html
Volkswagen Golf 2021 GTI GTI 2.0 TSI DSG (245 к.с),39326,1073226,Херсон,Бензин (2.0 л),Автомат,Передній привід,Краща ціна / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1277907-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1863310.html
Volkswagen Touareg 2021 Touareg 3.0 TDI AT (231 к.с) AWD,61591,1680849,Івано-Франківськ,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 60 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1237818-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862240.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,40778,1112852,Івано-Франківськ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1176669-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1855365.html
Volkswagen Passat 2021 Highline 2.0 TSI 7-DSG (190 к.с),39500,1077975,Хмельницький,Бензин (2.0 л),Автомат,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-passat__1274091-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-passat-1863158.html
Volkswagen T-Roc 2021 Style 1.5 TSI DSG (150 к.с),29345,800840,Івано-Франківськ,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1292651-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1863645.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,31422,857522,Івано-Франківськ,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1252760-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1862233.html
Volkswagen Polo 2018 Comfortline New 1.4 TSI AT (125 к.с),15500,423003,Івано-Франківськ,Бензин (1.4 л),Автомат,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-polo__1277595-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-polo-1863287.html
Volkswagen T-Cross 2021 Style 1.0 TSI DSG (115 к.с),28270,761566,Київ,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1227926-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1860945.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,40372,1101772,Київ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1231353-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863732.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,74800,2041329,Полтава,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1215447-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1861886.html
Volkswagen Tiguan 2021 Individual 2.0 TDI DSG (150 к.с) 4motion,43400,1169153,Київ,Дизель (2.0 л),Автомат,Повний привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1201142-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859670.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30454,831105,Херсон,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1278221-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1863327.html
Volkswagen Golf 2021 R-Line 1.4 TSI AT (150 к.с),34409,939039,Івано-Франківськ,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1245500-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1861881.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30454,831105,Івано-Франківськ,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1252754-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1862232.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),31255,852965,Івано-Франківськ,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 29 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1181908-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1863644.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30450,830996,Миколаїв,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1271118-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1862209.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41770,1139924,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1140133-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1852058.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,49999,1364498,Миколаїв,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1286119-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863686.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,40778,1112852,Полтава,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1176881-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1858374.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,40778,1112852,Полтава,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1206611-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859918.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,40370,1101718,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1158943-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1857552.html
Volkswagen Crafter груз. 2021 HD UH 50 2.0 TDI MT (177 к.с) LR,42850,1169398,Полтава,Дизель (2.0 л),Механічна,Передній привід,Гарантія до 4 років / Кредит до 3 років під 0% / Під замовлення - 15 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-crafter-gruz__1218408-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-crafter-gruz-1860465.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,73699,2011283,Хмельницький,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1178856-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1858460.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,43200,1178950,Івано-Франківськ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1199012-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1856302.html
Volkswagen T-Roc 2021 Style 1.5 TSI DSG (150 к.с),29741,811647,Івано-Франківськ,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1292651-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1862234.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44704,1220000,Івано-Франківськ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1181861-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1856226.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,57700,1574662,Одеса,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1282990-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863543.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,47700,1301757,Житомир,Дизель (2.0 л),Автомат,Повний привід,Краща ціна / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1286805-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863710.html
Volkswagen Touareg 2021 R-Line 3.0 TDI AT (286 к.с) AWD,79200,2161408,Хмельницький,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1227390-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1860112.html
Volkswagen Touareg 2021 R-Line 3.0 TFSI AT (340 к.с) AWD,79499,2169568,Хмельницький,Бензин (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1186552-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1858872.html
Volkswagen T-Roc 2021 Style 1.5 TSI DSG (150 к.с),28972,790660,Івано-Франківськ,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 45 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1292651-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1862235.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,31420,857468,Миколаїв,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1274983-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1863193.html
Volkswagen Passat 2021 Base 2.0 TDI 7-DSG (190 к.с),42600,1162575,Миколаїв,Дизель (2.0 л),Автомат,Передній привід,Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-passat__1247575-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-passat-1861963.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,45500,1241718,Тернопіль,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1236611-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1861452.html
Volkswagen Touareg 2021 R-Line 3.0 TFSI AT (340 к.с) AWD,77958,2127513,Івано-Франківськ,Бензин (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1219151-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1860498.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,57786,1577009,Миколаїв,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1286165-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863688.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,43663,1191585,Київ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 5 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1132271-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1856282.html
Volkswagen T-Cross 2020 Life 1.0 TSI DSG (115 к.с),24855,669569,Київ,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1139946-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1856614.html
Volkswagen Golf 2021 GTI GTI 2.0 TSI DSG (245 к.с),41940,1129822,Київ,Бензин (2.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1230955-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1861059.html
Volkswagen Touareg 2021 Touareg 3.0 TDI AT (231 к.с) AWD,64247,1753333,Дніпро (Дніпропетровськ),Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1258751-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862538.html
Volkswagen Touareg 2021 Touareg 3.0 TDI AT (231 к.с) AWD,63988,1746265,Дніпро (Дніпропетровськ),Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 10 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1291545-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862539.html
Volkswagen T-Cross 2021 Life 1.0 TSI DSG (115 к.с),24350,655965,Київ,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1201163-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1859671.html
Volkswagen T-Roc 2020 Style Limited 1.5 TSI DSG (150 к.с),28675,782555,Хмельницький,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1085295-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1853063.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41000,1118911,Миколаїв,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1180753-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1858533.html
Volkswagen Touareg 2021 R-Line 3.0 TDI AT (286 к.с) AWD,77540,2116105,Миколаїв,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1129619-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1856133.html
Volkswagen T-Cross 2020 Life 1.0 TSI DSG (115 к.с),25017,682726,Одеса,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1114315-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1855295.html
Volkswagen T-Roc 2020 Style Limited 1.5 TSI DSG (150 к.с),26700,728656,Миколаїв,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1278698-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1863349.html
Volkswagen T6 (Transporter) груз 2021 Pro 2.0 TDI MT (150 к.с) 4x4 L2H1,37700,1028852,Миколаїв,Дизель (2.0 л),Механічна,Повний привід,Кредит до 3 років під 0% / Під замовлення - 60 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t6-transporter-gruz__1174038-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t6-transporter-gruz-1858262.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,75000,2046788,Тернопіль,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 25 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1053960-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862155.html
Volkswagen Touareg 2020 Ambience 3.0 TFSI AT (340 к.с) AWD,72762,1985703,Київ,Бензин (3.0 л),Автомат,Повний привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1188220-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1858968.html
Volkswagen Touareg 2021 R-Line 3.0 TDI AT (286 к.с) AWD,78985,2155540,Дніпро (Дніпропетровськ),Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1258756-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862541.html
Volkswagen Golf 2021 R-Line 1.4 TSI AT (150 к.с),34851,951101,Хмельницький,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1259816-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1862580.html
Volkswagen T-Cross 2020 T-Cross 1.0 TSI DSG (115 к.с),24245,661658,Івано-Франківськ,Бензин (1.0 л),Автомат,Передній привід,Краща ціна / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/newauto_photos/volkswagen-t-cross__979567-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1852587.html
Volkswagen Golf 2021 GTI GTI 2.0 TSI DSG (245 к.с),41200,1124369,Житомир,Бензин (2.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1233627-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1861208.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,46488,1268681,Миколаїв,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 2 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1218087-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1860453.html
