Назва,Ціна - $(USD),Ціна - грн(UAH),Місто,Тип палива,Трансмісія,Тип приводу,Пропозиції,VIN-код,Фото,Посилання
Skoda Kamiq 2021 Ambition 1.6 MPI MT (110 к.с),20374,570574,Кременчук,Бензин (1.6 л),Механічна,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1279187-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1863370.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),29420,802900,Краматорськ,Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1259017-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1862553.html
Skoda Kamiq 2021 Style 1.6 MPI AT (110 к.с),22780,637954,Кременчук,Бензин (1.6 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1277709-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1863297.html
Skoda Kamiq 2021 Ambition 1.6 MPI AT (110 к.с),21868,612413,Кременчук,Бензин (1.6 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1279194-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1863373.html
Skoda Kamiq 2021 Ambition 1.6 MPI AT (110 к.с),22033,617034,Кременчук,Бензин (1.6 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1279192-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1863372.html
Skoda Kamiq 2021 Ambition 1.6 MPI AT (110 к.с),21868,612413,Кременчук,Бензин (1.6 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1279187-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1863371.html
Skoda Karoq 2021 Active 1.4 TSI AT (150 к.с),22773,621500,Івано-Франківськ,Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/newauto_photos/skoda-karoq__813678-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1861502.html
Skoda Scala 2021 Ambition 1.6 MPI MT (110 к.с),19844,541565,Краматорськ,Бензин (1.6 л),Механічна,Передній привід,Кредит до 4 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__1192538-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1859217.html
Skoda Superb 2021 Ambition 2.0 TDI DSG (190 к.с) CR,37211,1015500,Івано-Франківськ,Дизель (2.0 л),Роботизована,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__593459-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1861501.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (150 к.с) 4x4,38017,1037513,Вінниця,Дизель (2.0 л),Роботизована,Повний привід,Кредит до 4 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__946894-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1845044.html
Skoda Superb 2020 Sportline 2.0 TDI DSG (190 к.с) CR 4х4,48209,1315640,Вінниця,Дизель (2.0 л),Роботизована,Повний привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__876815-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1839702.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (190 к.с) 4x4,43632,1190726,Вінниця,Дизель (2.0 л),Роботизована,Повний привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1175802-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1858340.html
Skoda Kamiq 2021 Ambition 1.6 MPI MT (110 к.с),21246,579814,Вінниця,Бензин (1.6 л),Механічна,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1178664-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1858446.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (150 к.с) 4x4,39712,1083750,Вінниця,Дизель (2.0 л),Роботизована,Повний привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1147513-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1856971.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),27790,758411,Вінниця,Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__990324-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1847898.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),27558,752079,Вінниця,Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1141557-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1856694.html
Skoda Kodiaq 2021 Style 2.0 TSI AT (180 к.с) 4x4,35813,977361,Вінниця,Бензин (2.0 л),Роботизована,Повний привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1178633-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1858445.html
Skoda Octavia 2021 Ambition 1.4 TSI AT (150 к.с),25687,701000,Харків,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 15 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1272602-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1863092.html
Skoda Octavia 2021 Style 1.4 TSI AT (150 к.с),29195,796745,Краматорськ,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1259430-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1862565.html
Skoda Kamiq 2021 Active 1.6 MPI AT (110 к.с),20593,562000,Харків,Бензин (1.6 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 50 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1269988-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1862976.html
Skoda Octavia 2021 Ambition 1.4 TSI AT (150 к.с),25302,291,Краматорськ,Бензин (1.4 л),Автомат,Передній привід,Ціну знижено / Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__992343-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1847824.html
Skoda Karoq 2021 Ambition 1.4 TSI AT (150 к.с),25915,707240,Краматорськ,Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1139123-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1856594.html
Skoda Kodiaq 2021 Ambition 2.0 TDI AT (150 к.с) 4x4,36960,1008659,Вінниця,Дизель (2.0 л),Роботизована,Повний привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1165174-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1857803.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (150 к.с) 4x4,37022,1010361,Львів,Дизель (2.0 л),Роботизована,Повний привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1264617-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1862747.html
Skoda Scala 2020 Ambition 1.0 TSI DSG (115 к.с),22565,615798,Львів,Бензин (1.0 л),Роботизована,Передній привід,Краща ціна / Остання пропозиція / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__1267478-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1862872.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (150 к.с) 4x4,37022,1010361,Львів,Дизель (2.0 л),Роботизована,Повний привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1266409-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1862832.html
Skoda Kamiq 2020 Ambition 1.5 TSI 7DSG (150 к.с),24734,675001,Львів,Бензин (1.5 л),Роботизована,Передній привід,Краща ціна / Остання пропозиція / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1265547-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1862797.html
Skoda Superb 2021 Style 2.0 TSI DSG (190 к.с),40004,1091721,Львів,Бензин (2.0 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__1267383-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1862868.html
